,region,site,date,depth_m,transect,colony_id,coral_species,col_size,l_cm,w_cm,percent_live,percent_col_inside,n_scars,percent_new,scar_min_mm2,scar_max_mm2,scar_med_mm2
23102,Bonaire,Karpata,2019-07-18,10.7,5,23102,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23103,Bonaire,Karpata,2019-07-18,10.7,5,23103,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23104,Bonaire,Karpata,2019-07-18,10.7,5,23104,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23105,Bonaire,Karpata,2019-07-18,10.7,5,23105,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23106,Bonaire,Karpata,2019-07-18,10.7,5,23106,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23107,Bonaire,Karpata,2019-07-18,10.7,5,23107,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23108,Bonaire,Karpata,2019-07-18,10.7,5,23108,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23109,Bonaire,Karpata,2019-07-18,10.7,5,23109,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23110,Bonaire,Karpata,2019-07-18,10.7,5,23110,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23111,Bonaire,Karpata,2019-07-18,10.7,5,23111,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23112,Bonaire,Karpata,2019-07-18,10.7,5,23112,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23113,Bonaire,Karpata,2019-07-18,10.7,5,23113,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23114,Bonaire,Karpata,2019-07-18,10.7,5,23114,Agaricia spp.,20 to 40,36,18,100,100,0,NA,NA,NA,NA
23115,Bonaire,Karpata,2019-07-18,10.7,5,23115,Agaricia spp.,20 to 40,26,22,100,100,0,NA,NA,NA,NA
23116,Bonaire,Karpata,2019-07-18,10.7,5,23116,Agaricia spp.,20 to 40,34,18,100,90,0,NA,NA,NA,NA
23117,Bonaire,Karpata,2019-07-18,10.7,5,23117,Agaricia spp.,20 to 40,38,19,100,100,0,NA,NA,NA,NA
23118,Bonaire,Karpata,2019-07-18,10.7,5,23118,Agaricia spp.,40 to 80,42,20,100,100,0,NA,NA,NA,NA
23119,Bonaire,Karpata,2019-07-18,10.7,5,23119,Agaricia spp.,20 to 40,26,12,100,100,0,NA,NA,NA,NA
23120,Bonaire,Karpata,2019-07-18,10.7,5,23120,Agaricia spp.,40 to 80,52,23,100,70,0,NA,NA,NA,NA
23121,Bonaire,Karpata,2019-07-18,10.7,5,23121,Agaricia spp.,40 to 80,43,36,100,50,0,NA,NA,NA,NA
23122,Bonaire,Karpata,2019-07-18,10.7,5,23122,Agaricia spp.,20 to 40,28,17,100,100,0,NA,NA,NA,NA
23123,Bonaire,Karpata,2019-07-18,10.7,5,23123,Agaricia spp.,20 to 40,29,11,100,100,0,NA,NA,NA,NA
23124,Bonaire,Karpata,2019-07-18,10.7,5,23124,Colpophyllia natans,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23125,Bonaire,Karpata,2019-07-18,10.7,5,23125,Colpophyllia natans,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23126,Bonaire,Karpata,2019-07-18,10.7,5,23126,Colpophyllia natans,40 to 80,43,30,100,100,0,NA,NA,NA,NA
23127,Bonaire,Karpata,2019-07-18,10.7,5,23127,Colpophyllia natans,40 to 80,43,14,100,90,0,NA,NA,NA,NA
23128,Bonaire,Karpata,2019-07-18,10.7,5,23128,Colpophyllia natans,20 to 40,38,28,100,100,0,NA,NA,NA,NA
23129,Bonaire,Karpata,2019-07-18,10.7,5,23129,Colpophyllia natans,20 to 40,37,25,100,70,0,NA,NA,NA,NA
23130,Bonaire,Karpata,2019-07-18,10.7,5,23130,Colpophyllia natans,20 to 40,26,13,100,100,0,NA,NA,NA,NA
23131,Bonaire,Karpata,2019-07-18,10.7,5,23131,Colpophyllia natans,20 to 40,33,25,100,70,0,NA,NA,NA,NA
23132,Bonaire,Karpata,2019-07-18,10.7,5,23132,Colpophyllia natans,20 to 40,26,13,100,100,0,NA,NA,NA,NA
23133,Bonaire,Karpata,2019-07-18,10.7,5,23133,Colpophyllia natans,20 to 40,33,25,100,60,0,NA,NA,NA,NA
23134,Bonaire,Karpata,2019-07-18,10.7,5,23134,Colpophyllia natans,40 to 80,54,18,100,100,0,NA,NA,NA,NA
23135,Bonaire,Karpata,2019-07-18,10.7,5,23135,Colpophyllia natans,20 to 40,23,12,100,100,0,NA,NA,NA,NA
23136,Bonaire,Karpata,2019-07-18,10.7,5,23136,Colpophyllia natans,20 to 40,31,14,100,100,0,NA,NA,NA,NA
23137,Bonaire,Karpata,2019-07-18,10.7,5,23137,Colpophyllia natans,20 to 40,35,18,100,100,0,NA,NA,NA,NA
23138,Bonaire,Karpata,2019-07-18,10.7,5,23138,Colpophyllia natans,20 to 40,32,18,100,100,0,NA,NA,NA,NA
23139,Bonaire,Karpata,2019-07-18,10.7,5,23139,Colpophyllia natans,40 to 80,41,27,100,100,0,NA,NA,NA,NA
23140,Bonaire,Karpata,2019-07-18,10.7,5,23140,Diploria strigosa,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23141,Bonaire,Karpata,2019-07-18,10.7,5,23141,Eusmilia fastigiata,<5,NA,NA,100,100,0,NA,NA,NA,NA
23142,Bonaire,Karpata,2019-07-18,10.7,5,23142,Eusmilia fastigiata,<5,NA,NA,100,100,0,NA,NA,NA,NA
23143,Bonaire,Karpata,2019-07-18,10.7,5,23143,Eusmilia fastigiata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23144,Bonaire,Karpata,2019-07-18,10.7,5,23144,Eusmilia fastigiata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23145,Bonaire,Karpata,2019-07-18,10.7,5,23145,Madracis auretenra,<5,NA,NA,100,100,0,NA,NA,NA,NA
23146,Bonaire,Karpata,2019-07-18,10.7,5,23146,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23147,Bonaire,Karpata,2019-07-18,10.7,5,23147,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23148,Bonaire,Karpata,2019-07-18,10.7,5,23148,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23149,Bonaire,Karpata,2019-07-18,10.7,5,23149,Madracis auretenra,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23150,Bonaire,Karpata,2019-07-18,10.7,5,23150,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23151,Bonaire,Karpata,2019-07-18,10.7,5,23151,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23152,Bonaire,Karpata,2019-07-18,10.7,5,23152,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23153,Bonaire,Karpata,2019-07-18,10.7,5,23153,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23154,Bonaire,Karpata,2019-07-18,10.7,5,23154,Madracis auretenra,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23155,Bonaire,Karpata,2019-07-18,10.7,5,23155,Madracis auretenra,40 to 80,44,33,100,90,0,NA,NA,NA,NA
23156,Bonaire,Karpata,2019-07-18,10.7,5,23156,Madracis auretenra,20 to 40,39,17,100,50,0,NA,NA,NA,NA
23157,Bonaire,Karpata,2019-07-18,10.7,5,23157,Madracis auretenra,40 to 80,51,21,100,90,0,NA,NA,NA,NA
23158,Bonaire,Karpata,2019-07-18,10.7,5,23158,Madracis auretenra,40 to 80,55,24,100,100,0,NA,NA,NA,NA
23159,Bonaire,Karpata,2019-07-18,10.7,5,23159,Madracis auretenra,20 to 40,23,11,100,100,0,NA,NA,NA,NA
23160,Bonaire,Karpata,2019-07-18,10.7,5,23160,Madracis auretenra,80+,83,99,100,100,0,NA,NA,NA,NA
23161,Bonaire,Karpata,2019-07-18,10.7,5,23161,Madracis auretenra,20 to 40,34,12,100,100,0,NA,NA,NA,NA
23162,Bonaire,Karpata,2019-07-18,10.7,5,23162,Madracis auretenra,40 to 80,48,32,100,90,0,NA,NA,NA,NA
23163,Bonaire,Karpata,2019-07-18,10.7,5,23163,Madracis decactis,<5,NA,NA,100,100,0,NA,NA,NA,NA
23164,Bonaire,Karpata,2019-07-18,10.7,5,23164,Madracis decactis,<5,NA,NA,100,100,0,NA,NA,NA,NA
23165,Bonaire,Karpata,2019-07-18,10.7,5,23165,Madracis decactis,<5,NA,NA,100,100,0,NA,NA,NA,NA
23166,Bonaire,Karpata,2019-07-18,10.7,5,23166,Madracis decactis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23167,Bonaire,Karpata,2019-07-18,10.7,5,23167,Montastrea cavernosa,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23168,Bonaire,Karpata,2019-07-18,10.7,5,23168,Montastrea cavernosa,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23169,Bonaire,Karpata,2019-07-18,10.7,5,23169,Montastrea cavernosa,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23170,Bonaire,Karpata,2019-07-18,10.7,5,23170,Montastrea cavernosa,20 to 40,37,17,100,100,0,NA,NA,NA,NA
23171,Bonaire,Karpata,2019-07-18,10.7,5,23171,Montastrea cavernosa,20 to 40,28,17,100,100,0,NA,NA,NA,NA
23172,Bonaire,Karpata,2019-07-18,10.7,5,23172,Montastrea cavernosa,20 to 40,30,6,100,100,0,NA,NA,NA,NA
23173,Bonaire,Karpata,2019-07-18,10.7,5,23173,Orbicella faveolata,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23174,Bonaire,Karpata,2019-07-18,10.7,5,23174,Orbicella faveolata,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23175,Bonaire,Karpata,2019-07-18,10.7,5,23175,Orbicella faveolata,40 to 80,40,9,100,20,0,NA,NA,NA,NA
23176,Bonaire,Karpata,2019-07-18,10.7,5,23176,Orbicella faveolata,20 to 40,33,20,100,100,0,NA,NA,NA,NA
23177,Bonaire,Karpata,2019-07-18,10.7,5,23177,Orbicella faveolata,40 to 80,43,23,100,60,0,NA,NA,NA,NA
23178,Bonaire,Karpata,2019-07-18,10.7,5,23178,Orbicella franksi,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23179,Bonaire,Karpata,2019-07-18,10.7,5,23179,Orbicella franksi,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23180,Bonaire,Karpata,2019-07-18,10.7,5,23180,Orbicella franksi,20 to 40,27,16,100,100,0,NA,NA,NA,NA
23181,Bonaire,Karpata,2019-07-18,10.7,5,23181,Orbicella franksi,40 to 80,60,41,100,70,0,NA,NA,NA,NA
23182,Bonaire,Karpata,2019-07-18,10.7,5,23182,Orbicella franksi,40 to 80,65,41,100,45,0,NA,NA,NA,NA
23183,Bonaire,Karpata,2019-07-18,10.7,5,23183,Orbicella annularis,<5,NA,NA,100,100,0,NA,NA,NA,NA
23184,Bonaire,Karpata,2019-07-18,10.7,5,23184,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23185,Bonaire,Karpata,2019-07-18,10.7,5,23185,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23186,Bonaire,Karpata,2019-07-18,10.7,5,23186,Orbicella annularis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23187,Bonaire,Karpata,2019-07-18,10.7,5,23187,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23188,Bonaire,Karpata,2019-07-18,10.7,5,23188,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23189,Bonaire,Karpata,2019-07-18,10.7,5,23189,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23190,Bonaire,Karpata,2019-07-18,10.7,5,23190,Orbicella annularis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23191,Bonaire,Karpata,2019-07-18,10.7,5,23191,Orbicella annularis,20 to 40,36,18,100,30,0,NA,NA,NA,NA
23192,Bonaire,Karpata,2019-07-18,10.7,5,23192,Orbicella annularis,40 to 80,55,46,100,50,0,NA,NA,NA,NA
23193,Bonaire,Karpata,2019-07-18,10.7,5,23193,Orbicella annularis,40 to 80,65,54,100,95,0,NA,NA,NA,NA
23194,Bonaire,Karpata,2019-07-18,10.7,5,23194,Orbicella annularis,40 to 80,42,21,100,100,0,NA,NA,NA,NA
23195,Bonaire,Karpata,2019-07-18,10.7,5,23195,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
23196,Bonaire,Karpata,2019-07-18,10.7,5,23196,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
23197,Bonaire,Karpata,2019-07-18,10.7,5,23197,Porites astreoides,<5,NA,NA,100,100,0,NA,NA,NA,NA
23198,Bonaire,Karpata,2019-07-18,10.7,5,23198,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23199,Bonaire,Karpata,2019-07-18,10.7,5,23199,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23200,Bonaire,Karpata,2019-07-18,10.7,5,23200,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23201,Bonaire,Karpata,2019-07-18,10.7,5,23201,Porites astreoides,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23202,Bonaire,Karpata,2019-07-18,10.7,5,23202,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23203,Bonaire,Karpata,2019-07-18,10.7,5,23203,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23204,Bonaire,Karpata,2019-07-18,10.7,5,23204,Porites astreoides,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23205,Bonaire,Karpata,2019-07-18,10.7,5,23205,Porites astreoides,20 to 40,24,13,100,100,0,NA,NA,NA,NA
23206,Bonaire,Karpata,2019-07-18,10.7,5,23206,Branching Porites spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23207,Bonaire,Karpata,2019-07-18,10.7,5,23207,Branching Porites spp.,20 to 40,35,16,100,100,0,NA,NA,NA,NA
23208,Bonaire,Karpata,2019-07-18,10.7,5,23208,Branching Porites spp.,40 to 80,57,23,100,40,0,NA,NA,NA,NA
23209,Bonaire,Karpata,2019-07-18,10.7,5,23209,Siderastrea siderea,20 to 40,22,16,100,100,0,NA,NA,NA,NA
23210,Bonaire,Karpata,2019-07-18,10.7,5,23210,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23211,Bonaire,Karpata,2019-07-18,10.7,5,23211,Stephanocoenia intersepta,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23212,Bonaire,Karpata,2019-07-18,10.7,5,23212,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23213,Bonaire,Karpata,2019-07-18,10.7,5,23213,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23214,Bonaire,Karpata,2019-07-18,10.7,5,23214,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23215,Bonaire,Karpata,2019-07-18,10.7,5,23215,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23216,Bonaire,Karpata,2019-07-18,10.7,5,23216,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23217,Bonaire,Karpata,2019-07-18,10.7,5,23217,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23218,Bonaire,Karpata,2019-07-18,10.7,5,23218,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23219,Bonaire,Karpata,2019-07-18,10.7,5,23219,Stephanocoenia intersepta,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23220,Bonaire,Karpata,2019-07-18,10.7,5,23220,Stephanocoenia intersepta,20 to 40,23,12,100,100,0,NA,NA,NA,NA
23221,Bonaire,Karpata,2019-07-18,10.7,5,23221,Scolymia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23222,Bonaire,Karpata,2019-07-18,10.7,5,23222,Scolymia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23223,Bonaire,Karpata,2019-07-18,10.7,5,23223,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23224,Bonaire,Karpata,2019-07-18,10.7,5,23224,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23225,Bonaire,Karpata,2019-07-18,10.7,5,23225,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23226,Bonaire,Karpata,2019-07-18,10.7,5,23226,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23227,Bonaire,Karpata,2019-07-18,10.7,5,23227,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23228,Bonaire,Karpata,2019-07-18,10.7,5,23228,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23229,Bonaire,Karpata,2019-07-18,10.7,5,23229,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23230,Bonaire,Karpata,2019-07-18,10.7,5,23230,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23231,Bonaire,Karpata,2019-07-18,10.7,5,23231,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23232,Bonaire,Karpata,2019-07-18,10.7,5,23232,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23233,Bonaire,Karpata,2019-07-18,10.7,5,23233,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23234,Bonaire,Karpata,2019-07-18,10.7,5,23234,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23235,Bonaire,Karpata,2019-07-18,10.7,5,23235,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23236,Bonaire,Karpata,2019-07-18,10.7,5,23236,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23237,Bonaire,Karpata,2019-07-18,10.7,5,23237,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23238,Bonaire,Karpata,2019-07-18,10.7,5,23238,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23239,Bonaire,Karpata,2019-07-18,10.7,5,23239,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23240,Bonaire,Karpata,2019-07-18,10.7,5,23240,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23241,Bonaire,Karpata,2019-07-18,10.7,5,23241,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23242,Bonaire,Karpata,2019-07-18,10.7,5,23242,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23243,Bonaire,Karpata,2019-07-18,10.7,5,23243,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23244,Bonaire,Karpata,2019-07-18,10.7,5,23244,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23245,Bonaire,Karpata,2019-07-18,10.7,5,23245,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23246,Bonaire,Karpata,2019-07-18,10.7,5,23246,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23247,Bonaire,Karpata,2019-07-18,10.7,5,23247,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23248,Bonaire,Karpata,2019-07-18,10.7,5,23248,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23249,Bonaire,Karpata,2019-07-18,10.7,5,23249,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23250,Bonaire,Karpata,2019-07-18,10.7,5,23250,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23251,Bonaire,Karpata,2019-07-18,10.7,5,23251,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23252,Bonaire,Karpata,2019-07-18,10.7,5,23252,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23253,Bonaire,Karpata,2019-07-18,10.7,5,23253,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23254,Bonaire,Karpata,2019-07-18,10.7,5,23254,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23255,Bonaire,Karpata,2019-07-18,10.7,5,23255,Agaricia spp.,<5,NA,NA,100,100,0,NA,NA,NA,NA
23256,Bonaire,Karpata,2019-07-18,10.7,5,23256,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23257,Bonaire,Karpata,2019-07-18,10.7,5,23257,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23258,Bonaire,Karpata,2019-07-18,10.7,5,23258,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23259,Bonaire,Karpata,2019-07-18,10.7,5,23259,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23260,Bonaire,Karpata,2019-07-18,10.7,5,23260,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23261,Bonaire,Karpata,2019-07-18,10.7,5,23261,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23262,Bonaire,Karpata,2019-07-18,10.7,5,23262,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23263,Bonaire,Karpata,2019-07-18,10.7,5,23263,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23264,Bonaire,Karpata,2019-07-18,10.7,5,23264,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23265,Bonaire,Karpata,2019-07-18,10.7,5,23265,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23266,Bonaire,Karpata,2019-07-18,10.7,5,23266,Agaricia spp.,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23267,Bonaire,Karpata,2019-07-18,10.7,5,23267,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23268,Bonaire,Karpata,2019-07-18,10.7,5,23268,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23269,Bonaire,Karpata,2019-07-18,10.7,5,23269,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23270,Bonaire,Karpata,2019-07-18,10.7,5,23270,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23271,Bonaire,Karpata,2019-07-18,10.7,5,23271,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23272,Bonaire,Karpata,2019-07-18,10.7,5,23272,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23273,Bonaire,Karpata,2019-07-18,10.7,5,23273,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23274,Bonaire,Karpata,2019-07-18,10.7,5,23274,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23275,Bonaire,Karpata,2019-07-18,10.7,5,23275,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23276,Bonaire,Karpata,2019-07-18,10.7,5,23276,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23277,Bonaire,Karpata,2019-07-18,10.7,5,23277,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23278,Bonaire,Karpata,2019-07-18,10.7,5,23278,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23279,Bonaire,Karpata,2019-07-18,10.7,5,23279,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23280,Bonaire,Karpata,2019-07-18,10.7,5,23280,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23281,Bonaire,Karpata,2019-07-18,10.7,5,23281,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23282,Bonaire,Karpata,2019-07-18,10.7,5,23282,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23283,Bonaire,Karpata,2019-07-18,10.7,5,23283,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23284,Bonaire,Karpata,2019-07-18,10.7,5,23284,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23285,Bonaire,Karpata,2019-07-18,10.7,5,23285,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23286,Bonaire,Karpata,2019-07-18,10.7,5,23286,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23287,Bonaire,Karpata,2019-07-18,10.7,5,23287,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23288,Bonaire,Karpata,2019-07-18,10.7,5,23288,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23289,Bonaire,Karpata,2019-07-18,10.7,5,23289,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23290,Bonaire,Karpata,2019-07-18,10.7,5,23290,Agaricia spp.,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23291,Bonaire,Karpata,2019-07-18,10.7,5,23291,Agaricia spp.,20 to 40,34,23,100,100,0,NA,NA,NA,NA
23292,Bonaire,Karpata,2019-07-18,10.7,5,23292,Agaricia spp.,40 to 80,45,12,100,100,0,NA,NA,NA,NA
23293,Bonaire,Karpata,2019-07-18,10.7,5,23293,Colpophyllia natans,40 to 80,55,31,100,100,0,NA,NA,NA,NA
23294,Bonaire,Karpata,2019-07-18,10.7,5,23294,Colpophyllia natans,20 to 40,25,25,100,50,0,NA,NA,NA,NA
23295,Bonaire,Karpata,2019-07-18,10.7,5,23295,Colpophyllia natans,40 to 80,65,29,100,100,0,NA,NA,NA,NA
23296,Bonaire,Karpata,2019-07-18,10.7,5,23296,Colpophyllia natans,40 to 80,51,35,100,100,0,NA,NA,NA,NA
23297,Bonaire,Karpata,2019-07-18,10.7,5,23297,Colpophyllia natans,40 to 80,71,65,100,100,0,NA,NA,NA,NA
23298,Bonaire,Karpata,2019-07-18,10.7,5,23298,Colpophyllia natans,40 to 80,55,72,100,100,0,NA,NA,NA,NA
23299,Bonaire,Karpata,2019-07-18,10.7,5,23299,Diploria labyrinthiformis,<5,NA,NA,100,100,0,NA,NA,NA,NA
23300,Bonaire,Karpata,2019-07-18,10.7,5,23300,Diploria labyrinthiformis,5 to 10,NA,NA,100,100,0,NA,NA,NA,NA
23301,Bonaire,Karpata,2019-07-18,10.7,5,23301,Diploria labyrinthiformis,10 to 20,NA,NA,100,100,0,NA,NA,NA,NA
23302,Bonaire,Karpata,2019-07-18,10.7,5,23302,Diploria strigosa,40 to 80,55,55,100,100,0,NA,NA,NA,NA
23303,Bonaire,Karpata,2019-07-18,10.7,5,23303,Eusmilia fastigiata,<5,NA,NA,100,100,0,NA,NA,NA,NA
23304,Bonaire,Karpata,2019-07-18,10.7,5,23304,Eusmilia fastigiata,<5,NA,NA,100,100,0,NA,NA,NA,NA
