region,date,site,min,species,stage,transect,n_pf,min_start,dist_m,depth_m,fl_cm
Bonaire,9/7/19,Cliff,15,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,13,5.2,15
Bonaire,9/7/19,Cliff,15,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,13,5.2,17
Bonaire,9/7/19,Cliff,15,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,13,5.2,26
Bonaire,9/7/19,Cliff,15,Sparisoma rubripinne,TP,3,1,2019-09-07T14:32:00Z,13,5.2,30
Bonaire,9/9/19,Bachelor's Beach,0,Scarus iseri,IP,1,1,2019-09-09T09:34:00Z,0,8.8,15
Bonaire,9/9/19,Bachelor's Beach,0,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,0,8.8,17
Bonaire,9/9/19,Bachelor's Beach,0,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,0,8.8,32
Bonaire,9/9/19,Bachelor's Beach,0,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,0,8.8,24
Bonaire,9/9/19,Bachelor's Beach,1,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,5,9.1,23
Bonaire,9/9/19,Bachelor's Beach,1,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,5,9.1,26
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,5,9.1,17
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,5,9.1,16
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,5,9.1,16
Bonaire,9/9/19,Bachelor's Beach,2,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,5,9.1,33
Bonaire,9/9/19,Bachelor's Beach,2,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,5,9.1,26
Bonaire,9/9/19,Bachelor's Beach,2,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,5,9.1,32
Bonaire,9/9/19,Bachelor's Beach,2,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,5,9.1,15
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,5,9.1,26
Bonaire,9/9/19,Bachelor's Beach,2,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,5,9.1,24
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,5,9.1,26
Bonaire,9/9/19,Bachelor's Beach,3,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,13,9.1,28
Bonaire,9/9/19,Bachelor's Beach,3,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,13,9.1,25
Bonaire,9/9/19,Bachelor's Beach,3,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,13,9.1,26
Bonaire,9/9/19,Bachelor's Beach,3,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,13,9.1,26
Bonaire,9/9/19,Bachelor's Beach,3,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,13,9.1,28
Bonaire,9/9/19,Bachelor's Beach,3,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,13,9.1,29
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,16
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,17
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,15
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,13,9.1,25
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,13,9.1,27
Bonaire,9/9/19,Bachelor's Beach,3,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,13,9.1,31
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,9,9.1,27
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,9,9.1,28
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,9,9.1,28
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,9,9.1,34
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,9,9.1,22
Bonaire,9/9/19,Bachelor's Beach,4,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.1,27
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,13,9.1,25
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,15
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,16
Bonaire,9/9/19,Bachelor's Beach,5,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,13,9.1,27
Bonaire,9/9/19,Bachelor's Beach,5,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,13,9.1,32
Bonaire,9/9/19,Bachelor's Beach,5,Sparisoma chrysopterum,TP,1,1,2019-09-09T09:34:00Z,13,9.1,29
Bonaire,9/9/19,Bachelor's Beach,5,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,13,9.1,28
Bonaire,9/9/19,Bachelor's Beach,6,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,12,8.8,28
Bonaire,9/9/19,Bachelor's Beach,6,Scarus iseri,IP,1,1,2019-09-09T09:34:00Z,12,8.8,15
Bonaire,9/9/19,Bachelor's Beach,6,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,12,8.8,26
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,15
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,15
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,17
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,16
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,13,9.1,15
Bonaire,9/9/19,Bachelor's Beach,7,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,13,9.1,25
Bonaire,9/9/19,Bachelor's Beach,7,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,13,9.1,26
Bonaire,9/9/19,Bachelor's Beach,7,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,13,9.1,23
Bonaire,9/9/19,Bachelor's Beach,7,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,13,9.1,28
Bonaire,9/9/19,Bachelor's Beach,7,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,13,9.1,31
Bonaire,9/9/19,Bachelor's Beach,7,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,13,9.1,32
Bonaire,9/9/19,Bachelor's Beach,8,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,11,9.4,23
Bonaire,9/9/19,Bachelor's Beach,8,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,11,9.4,27
Bonaire,9/9/19,Bachelor's Beach,8,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,11,9.4,25
Bonaire,9/9/19,Bachelor's Beach,8,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,11,9.4,32
Bonaire,9/9/19,Bachelor's Beach,8,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,11,9.4,16
Bonaire,9/9/19,Bachelor's Beach,8,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,11,9.4,16
Bonaire,9/9/19,Bachelor's Beach,8,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,11,9.4,24
Bonaire,9/9/19,Bachelor's Beach,9,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,10,9.4,31
Bonaire,9/9/19,Bachelor's Beach,9,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,10,9.4,23
Bonaire,9/9/19,Bachelor's Beach,9,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,10,9.4,32
Bonaire,9/9/19,Bachelor's Beach,9,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,10,9.4,16
Bonaire,9/9/19,Bachelor's Beach,9,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,10,9.4,23
Bonaire,9/9/19,Bachelor's Beach,9,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,10,9.4,24
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.4,16
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.4,17
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,10,9.8,25
Bonaire,9/9/19,Bachelor's Beach,10,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,10,9.8,28
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,19
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,19
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,18
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,16
Bonaire,9/9/19,Bachelor's Beach,11,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,27
Bonaire,9/9/19,Bachelor's Beach,11,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,15
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,9,9.8,16
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,9,9.8,17
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,9,9.8,15
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,25
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,26
Bonaire,9/9/19,Bachelor's Beach,11,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,9,9.8,33
Bonaire,9/9/19,Bachelor's Beach,12,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,25
Bonaire,9/9/19,Bachelor's Beach,12,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,17
Bonaire,9/9/19,Bachelor's Beach,12,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,26
Bonaire,9/9/19,Bachelor's Beach,12,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,25
Bonaire,9/9/19,Bachelor's Beach,12,Scarus iseri,IP,1,1,2019-09-09T09:34:00Z,9,9.8,15
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,26
Bonaire,9/9/19,Bachelor's Beach,13,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,9,9.8,16
Bonaire,9/9/19,Bachelor's Beach,13,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,9,9.8,24
Bonaire,9/9/19,Bachelor's Beach,13,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,9,9.8,27
Bonaire,9/9/19,Bachelor's Beach,14,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,9,9.8,32
Bonaire,9/9/19,Bachelor's Beach,14,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,9,9.8,24
Bonaire,9/9/19,Bachelor's Beach,14,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,26
Bonaire,9/9/19,Bachelor's Beach,14,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,9,9.8,15
Bonaire,9/9/19,Bachelor's Beach,14,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,9,9.8,17
Bonaire,9/9/19,Bachelor's Beach,14,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,9,9.8,29
Bonaire,9/9/19,Bachelor's Beach,14,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,9,9.8,27
Bonaire,9/9/19,Bachelor's Beach,15,Scarus iseri,IP,1,1,2019-09-09T09:34:00Z,7,9.8,16
Bonaire,9/9/19,Bachelor's Beach,15,Scarus iseri,IP,1,1,2019-09-09T09:34:00Z,7,9.8,15
Bonaire,9/9/19,Bachelor's Beach,15,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,7,9.8,16
Bonaire,9/9/19,Bachelor's Beach,15,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,7,9.8,15
Bonaire,9/9/19,Bachelor's Beach,15,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,7,9.8,15
Bonaire,9/9/19,Bachelor's Beach,15,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,7,9.8,15
Bonaire,9/9/19,Bachelor's Beach,15,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,7,9.8,26
Bonaire,9/9/19,Bachelor's Beach,15,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,7,9.8,24
Bonaire,9/9/19,Bachelor's Beach,15,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,7,9.8,32
Bonaire,9/9/19,Bachelor's Beach,16,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,10,9.8,25
Bonaire,9/9/19,Bachelor's Beach,16,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,17
Bonaire,9/9/19,Bachelor's Beach,16,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,10,9.8,15
Bonaire,9/9/19,Bachelor's Beach,16,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,10,9.8,26
Bonaire,9/9/19,Bachelor's Beach,16,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,10,9.8,25
Bonaire,9/9/19,Bachelor's Beach,16,Sparisoma viride,TP,1,1,2019-09-09T09:34:00Z,10,9.8,32
Bonaire,9/9/19,Bachelor's Beach,16,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,10,9.8,26
Bonaire,9/9/19,Bachelor's Beach,16,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,10,9.8,25
Bonaire,9/9/19,Bachelor's Beach,17,Scarus iseri,TP,1,1,2019-09-09T09:34:00Z,12,10.1,26
Bonaire,9/9/19,Bachelor's Beach,17,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,12,10.1,33
Bonaire,9/9/19,Bachelor's Beach,17,Scarus vetula,IP,1,1,2019-09-09T09:34:00Z,12,10.1,22
Bonaire,9/9/19,Bachelor's Beach,17,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,12,10.1,16
Bonaire,9/9/19,Bachelor's Beach,17,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,12,10.1,18
Bonaire,9/9/19,Bachelor's Beach,17,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,12,10.1,23
Bonaire,9/9/19,Bachelor's Beach,18,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,8,9.4,27
Bonaire,9/9/19,Bachelor's Beach,18,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,8,9.4,16
Bonaire,9/9/19,Bachelor's Beach,18,Sparisoma viride,IP,1,1,2019-09-09T09:34:00Z,8,9.4,26
Bonaire,9/9/19,Bachelor's Beach,18,Scarus vetula,TP,1,1,2019-09-09T09:34:00Z,8,9.4,32
Bonaire,9/9/19,Bachelor's Beach,18,Sparisoma aurofrenatum,TP,1,1,2019-09-09T09:34:00Z,8,9.4,23
Bonaire,9/9/19,Bachelor's Beach,19,Scarus taeniopterus,TP,1,1,2019-09-09T09:34:00Z,14,9.4,26
Bonaire,9/9/19,Bachelor's Beach,19,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,14,9.4,16
Bonaire,9/9/19,Bachelor's Beach,19,Scarus taeniopterus,IP,1,1,2019-09-09T09:34:00Z,14,9.4,17
Bonaire,9/9/19,Bachelor's Beach,19,Sparisoma aurofrenatum,IP,1,1,2019-09-09T09:34:00Z,14,9.4,15
Bonaire,9/9/19,Bachelor's Beach,0,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,0,14.6,26
Bonaire,9/9/19,Bachelor's Beach,0,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,0,14.6,20
Bonaire,9/9/19,Bachelor's Beach,0,Sparisoma viride,IP,2,1,2019-09-09T09:06:00Z,0,14.6,25
Bonaire,9/9/19,Bachelor's Beach,0,Scarus iseri,IP,2,1,2019-09-09T09:06:00Z,0,14.6,15
Bonaire,9/9/19,Bachelor's Beach,1,Sparisoma aurofrenatum,TP,2,1,2019-09-09T09:06:00Z,15,14.9,25
Bonaire,9/9/19,Bachelor's Beach,1,Sparisoma viride,TP,2,1,2019-09-09T09:06:00Z,15,14.9,32
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,15
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,16
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,17
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,17
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,18
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,15
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,15
Bonaire,9/9/19,Bachelor's Beach,1,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,15,14.9,16
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,4,14.9,27
Bonaire,9/9/19,Bachelor's Beach,2,Sparisoma aurofrenatum,TP,2,1,2019-09-09T09:06:00Z,4,14.9,23
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,4,14.9,17
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,4,14.9,15
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,4,14.9,16
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,4,14.9,18
Bonaire,9/9/19,Bachelor's Beach,2,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,4,14.9,19
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,7,14.9,15
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,7,14.9,16
Bonaire,9/9/19,Bachelor's Beach,3,Sparisoma viride,IP,2,1,2019-09-09T09:06:00Z,7,14.9,27
Bonaire,9/9/19,Bachelor's Beach,3,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,7,14.9,28
Bonaire,9/9/19,Bachelor's Beach,4,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,11,14.9,27
Bonaire,9/9/19,Bachelor's Beach,4,Sparisoma viride,IP,2,1,2019-09-09T09:06:00Z,11,14.9,20
Bonaire,9/9/19,Bachelor's Beach,4,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,11,14.9,19
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,12,14.3,27
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,12,14.3,16
Bonaire,9/9/19,Bachelor's Beach,5,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,12,14.3,25
Bonaire,9/9/19,Bachelor's Beach,6,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.6,15
Bonaire,9/9/19,Bachelor's Beach,6,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.6,19
Bonaire,9/9/19,Bachelor's Beach,6,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,10,14.6,26
Bonaire,9/9/19,Bachelor's Beach,6,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,10,14.6,15
Bonaire,9/9/19,Bachelor's Beach,6,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,10,14.6,17
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,12,14.6,16
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,12,14.6,17
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,12,14.6,18
Bonaire,9/9/19,Bachelor's Beach,7,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,12,14.6,26
Bonaire,9/9/19,Bachelor's Beach,7,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,12,14.6,18
Bonaire,9/9/19,Bachelor's Beach,7,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,12,14.6,16
Bonaire,9/9/19,Bachelor's Beach,8,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,9,14.9,27
Bonaire,9/9/19,Bachelor's Beach,8,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,9,14.9,25
Bonaire,9/9/19,Bachelor's Beach,8,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,9,14.9,26
Bonaire,9/9/19,Bachelor's Beach,8,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,9,14.9,15
Bonaire,9/9/19,Bachelor's Beach,8,Scarus vetula,IP,2,1,2019-09-09T09:06:00Z,9,14.9,21
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.9,17
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.9,17
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.9,19
Bonaire,9/9/19,Bachelor's Beach,9,Sparisoma viride,IP,2,1,2019-09-09T09:06:00Z,10,14.9,26
Bonaire,9/9/19,Bachelor's Beach,9,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,10,14.9,15
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,8,14.9,27
Bonaire,9/9/19,Bachelor's Beach,10,Scarus vetula,TP,2,1,2019-09-09T09:06:00Z,8,14.9,29
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,20
Bonaire,9/9/19,Bachelor's Beach,10,Sparisoma viride,IP,2,1,2019-09-09T09:06:00Z,8,14.9,26
Bonaire,9/9/19,Bachelor's Beach,10,Sparisoma viride,TP,2,1,2019-09-09T09:06:00Z,8,14.9,32
Bonaire,9/9/19,Bachelor's Beach,10,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,18
Bonaire,9/9/19,Bachelor's Beach,11,Sparisoma aurofrenatum,TP,2,1,2019-09-09T09:06:00Z,8,14.9,24
Bonaire,9/9/19,Bachelor's Beach,11,Sparisoma aurofrenatum,TP,2,1,2019-09-09T09:06:00Z,8,14.9,23
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,8,14.9,26
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,8,14.9,27
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,16
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,15
Bonaire,9/9/19,Bachelor's Beach,11,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,8,14.9,15
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,17
Bonaire,9/9/19,Bachelor's Beach,11,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,8,14.9,24
Bonaire,9/9/19,Bachelor's Beach,12,Scarus vetula,IP,2,1,2019-09-09T09:06:00Z,8,14.9,27
Bonaire,9/9/19,Bachelor's Beach,12,Sparisoma aurofrenatum,TP,2,1,2019-09-09T09:06:00Z,8,14.9,24
Bonaire,9/9/19,Bachelor's Beach,12,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,8,14.9,26
Bonaire,9/9/19,Bachelor's Beach,12,Sparisoma aurofrenatum,IP,2,1,2019-09-09T09:06:00Z,8,14.9,18
Bonaire,9/9/19,Bachelor's Beach,12,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,17
Bonaire,9/9/19,Bachelor's Beach,12,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,16
Bonaire,9/9/19,Bachelor's Beach,12,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,8,14.9,16
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,7,14.6,24
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,7,14.6,27
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,TP,2,1,2019-09-09T09:06:00Z,7,14.6,25
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,7,14.6,17
Bonaire,9/9/19,Bachelor's Beach,13,Scarus taeniopterus,IP,2,1,2019-09-09T09:06:00Z,7,14.6,15
Bonaire,9/9/19,Bachelor's Beach,13,Sparisoma viride,TP,2,1,2019-09-09T09:06:00Z,7,14.6,32
