region,date,site,min,species,stage,transect,n_pf,min_start,dist_m,depth_m,fl_cm
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,16
Bonaire,9/7/19,Cliff,4,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,7,10.1,27
Bonaire,9/7/19,Cliff,4,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,7,10.1,32
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,7,10.1,27
Bonaire,9/7/19,Cliff,4,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,7,10.1,33
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,19
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,18
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,15
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,16
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,7,10.1,15
Bonaire,9/7/19,Cliff,5,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,10.1,15
Bonaire,9/7/19,Cliff,5,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,10.1,17
Bonaire,9/7/19,Cliff,5,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,5,10.1,28
Bonaire,9/7/19,Cliff,5,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,5,10.1,24
Bonaire,9/7/19,Cliff,5,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,10.1,15
Bonaire,9/7/19,Cliff,5,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,5,10.1,32
Bonaire,9/7/19,Cliff,5,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,10.1,25
Bonaire,9/7/19,Cliff,5,Sparisoma aurofrenatum,IP,2,1,2019-09-07T12:36:00Z,5,10.1,19
Bonaire,9/7/19,Cliff,5,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,5,10.1,32
Bonaire,9/7/19,Cliff,6,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,4,9.4,29
Bonaire,9/7/19,Cliff,6,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,4,9.4,27
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,4,9.4,18
Bonaire,9/7/19,Cliff,6,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,4,9.4,33
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,9.8,19
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,9.8,15
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,5,9.8,27
Bonaire,9/7/19,Cliff,7,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,5,9.8,27
Bonaire,9/7/19,Cliff,7,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,5,9.8,26
Bonaire,9/7/19,Cliff,7,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,5,9.8,25
Bonaire,9/7/19,Cliff,7,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,5,9.8,25
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,9.8,15
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,9.8,15
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,5,9.8,15
Bonaire,9/7/19,Cliff,7,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,5,9.8,33
Bonaire,9/7/19,Cliff,8,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,11,9.1,26
Bonaire,9/7/19,Cliff,8,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,11,9.1,28
Bonaire,9/7/19,Cliff,8,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,11,9.1,32
Bonaire,9/7/19,Cliff,8,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,11,9.1,19
Bonaire,9/7/19,Cliff,8,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,11,9.1,26
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,14,9.1,15
Bonaire,9/7/19,Cliff,9,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,14,9.1,26
Bonaire,9/7/19,Cliff,9,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,14,9.1,27
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,14,9.1,15
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,14,9.1,15
Bonaire,9/7/19,Cliff,9,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,14,9.1,24
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,14,9.1,16
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,14,9.1,18
Bonaire,9/7/19,Cliff,9,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,14,9.1,33
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,13,8.8,15
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,13,8.8,19
Bonaire,9/7/19,Cliff,10,Sparisoma aurofrenatum,IP,2,1,2019-09-07T12:36:00Z,13,8.8,17
Bonaire,9/7/19,Cliff,10,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,13,8.8,33
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,13,8.8,17
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,13,8.8,15
Bonaire,9/7/19,Cliff,11,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,10,8.8,31
Bonaire,9/7/19,Cliff,11,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,10,8.8,32
Bonaire,9/7/19,Cliff,11,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,10,8.8,30
Bonaire,9/7/19,Cliff,11,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,10,8.8,31
Bonaire,9/7/19,Cliff,11,Sparisoma aurofrenatum,IP,2,1,2019-09-07T12:36:00Z,10,8.8,20
Bonaire,9/7/19,Cliff,11,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,10,8.8,26
Bonaire,9/7/19,Cliff,11,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,10,8.8,27
Bonaire,9/7/19,Cliff,11,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,10,8.8,15
Bonaire,9/7/19,Cliff,12,Sparisoma aurofrenatum,IP,2,1,2019-09-07T12:36:00Z,10,10.1,20
Bonaire,9/7/19,Cliff,12,Sparisoma aurofrenatum,IP,2,1,2019-09-07T12:36:00Z,10,10.1,17
Bonaire,9/7/19,Cliff,12,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,10,10.1,26
Bonaire,9/7/19,Cliff,12,Sparisoma aurofrenatum,TP,2,1,2019-09-07T12:36:00Z,10,10.1,23
Bonaire,9/7/19,Cliff,12,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,10,10.1,31
Bonaire,9/7/19,Cliff,12,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,10,10.1,34
Bonaire,9/7/19,Cliff,13,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,9,9.8,25
Bonaire,9/7/19,Cliff,13,Sparisoma aurofrenatum,TP,2,1,2019-09-07T12:36:00Z,9,9.8,25
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,10,9.8,16
Bonaire,9/7/19,Cliff,14,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,10,9.8,18
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,10,9.8,24
Bonaire,9/7/19,Cliff,14,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,10,9.8,20
Bonaire,9/7/19,Cliff,15,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,8,10.4,25
Bonaire,9/7/19,Cliff,15,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,8,10.4,32
Bonaire,9/7/19,Cliff,16,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,12,10.4,25
Bonaire,9/7/19,Cliff,16,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,12,10.4,18
Bonaire,9/7/19,Cliff,16,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,12,10.4,27
Bonaire,9/7/19,Cliff,16,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,12,10.4,33
Bonaire,9/7/19,Cliff,17,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,17,11,32
Bonaire,9/7/19,Cliff,17,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11,16
Bonaire,9/7/19,Cliff,17,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11,15
Bonaire,9/7/19,Cliff,17,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11,18
Bonaire,9/7/19,Cliff,17,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11,15
Bonaire,9/7/19,Cliff,17,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,17,11,33
Bonaire,9/7/19,Cliff,17,Sparisoma viride,IP,2,1,2019-09-07T12:36:00Z,17,11,27
Bonaire,9/7/19,Cliff,17,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,17,11,27
Bonaire,9/7/19,Cliff,18,Sparisoma aurofrenatum,TP,2,1,2019-09-07T12:36:00Z,18,11,26
Bonaire,9/7/19,Cliff,18,Sparisoma aurofrenatum,TP,2,1,2019-09-07T12:36:00Z,18,11,24
Bonaire,9/7/19,Cliff,18,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,18,11,19
Bonaire,9/7/19,Cliff,18,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,18,11,16
Bonaire,9/7/19,Cliff,18,Sparisoma aurofrenatum,TP,2,1,2019-09-07T12:36:00Z,18,11,23
Bonaire,9/7/19,Cliff,18,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,18,11,27
Bonaire,9/7/19,Cliff,18,Scarus vetula,TP,2,1,2019-09-07T12:36:00Z,18,11,31
Bonaire,9/7/19,Cliff,18,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,18,11,26
Bonaire,9/7/19,Cliff,19,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11.3,15
Bonaire,9/7/19,Cliff,19,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11.3,15
Bonaire,9/7/19,Cliff,19,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,17,11.3,25
Bonaire,9/7/19,Cliff,19,Sparisoma viride,TP,2,1,2019-09-07T12:36:00Z,17,11.3,31
Bonaire,9/7/19,Cliff,19,Scarus vetula,IP,2,1,2019-09-07T12:36:00Z,17,11.3,28
Bonaire,9/7/19,Cliff,19,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,17,11.3,18
Bonaire,9/7/19,Cliff,20,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,15,10.7,18
Bonaire,9/7/19,Cliff,20,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,15,10.7,15
Bonaire,9/7/19,Cliff,20,Scarus taeniopterus,IP,2,1,2019-09-07T12:36:00Z,15,10.7,20
Bonaire,9/7/19,Cliff,20,Scarus taeniopterus,TP,2,1,2019-09-07T12:36:00Z,15,10.7,26
Bonaire,9/7/19,Cliff,20,Sparisoma rubripinne,TP,2,1,2019-09-07T12:36:00Z,15,10.7,30
Bonaire,9/7/19,Cliff,0,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,0,6.7,32
Bonaire,9/7/19,Cliff,0,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,0,6.7,18
Bonaire,9/7/19,Cliff,0,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,0,6.7,16
Bonaire,9/7/19,Cliff,0,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,0,6.7,17
Bonaire,9/7/19,Cliff,0,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,0,6.7,20
Bonaire,9/7/19,Cliff,0,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,0,6.7,24
Bonaire,9/7/19,Cliff,1,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,22,5.8,15
Bonaire,9/7/19,Cliff,1,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,22,5.8,16
Bonaire,9/7/19,Cliff,1,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,22,5.8,24
Bonaire,9/7/19,Cliff,1,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,22,5.8,22
Bonaire,9/7/19,Cliff,1,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,22,5.8,31
Bonaire,9/7/19,Cliff,1,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,22,5.8,26
Bonaire,9/7/19,Cliff,1,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,22,5.8,34
Bonaire,9/7/19,Cliff,1,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,22,5.8,25
Bonaire,9/7/19,Cliff,2,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,10,5.5,27
Bonaire,9/7/19,Cliff,2,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,10,5.5,28
Bonaire,9/7/19,Cliff,2,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,10,5.5,17
Bonaire,9/7/19,Cliff,2,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,10,5.5,33
Bonaire,9/7/19,Cliff,2,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,10,5.5,27
Bonaire,9/7/19,Cliff,2,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,10,5.5,26
Bonaire,9/7/19,Cliff,2,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,10,5.5,28
Bonaire,9/7/19,Cliff,2,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,15
Bonaire,9/7/19,Cliff,2,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,15
Bonaire,9/7/19,Cliff,2,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,16
Bonaire,9/7/19,Cliff,2,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,10,5.5,25
Bonaire,9/7/19,Cliff,3,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,3,5.5,33
Bonaire,9/7/19,Cliff,3,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,3,5.5,17
Bonaire,9/7/19,Cliff,3,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,3,5.5,25
Bonaire,9/7/19,Cliff,3,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,3,5.5,26
Bonaire,9/7/19,Cliff,3,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,3,5.5,25
Bonaire,9/7/19,Cliff,3,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,3,5.5,26
Bonaire,9/7/19,Cliff,3,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,3,5.5,27
Bonaire,9/7/19,Cliff,3,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,3,5.5,32
Bonaire,9/7/19,Cliff,3,Sparisoma chrysopterum,IP,3,1,2019-09-07T14:32:00Z,3,5.5,26
Bonaire,9/7/19,Cliff,3,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,3,5.5,26
Bonaire,9/7/19,Cliff,4,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,2,6.1,34
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,2,6.1,28
Bonaire,9/7/19,Cliff,4,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,2,6.1,26
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,2,6.1,24
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,2,6.1,26
Bonaire,9/7/19,Cliff,4,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,2,6.1,27
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,2,6.1,25
Bonaire,9/7/19,Cliff,4,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,2,6.1,16
Bonaire,9/7/19,Cliff,4,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,2,6.1,23
Bonaire,9/7/19,Cliff,4,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,2,6.1,33
Bonaire,9/7/19,Cliff,5,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,3,7,33
Bonaire,9/7/19,Cliff,5,Scarus iseri,IP,3,1,2019-09-07T14:32:00Z,3,7,17
Bonaire,9/7/19,Cliff,5,Scarus iseri,IP,3,1,2019-09-07T14:32:00Z,3,7,16
Bonaire,9/7/19,Cliff,5,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,3,7,25
Bonaire,9/7/19,Cliff,5,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,3,7,33
Bonaire,9/7/19,Cliff,5,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,16
Bonaire,9/7/19,Cliff,5,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,3,7,33
Bonaire,9/7/19,Cliff,5,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,3,7,26
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,3,7,28
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,16
Bonaire,9/7/19,Cliff,6,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,3,7,28
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,15
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,20
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,21
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,17
Bonaire,9/7/19,Cliff,6,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,3,7,32
Bonaire,9/7/19,Cliff,6,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,3,7,28
Bonaire,9/7/19,Cliff,6,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,3,7,23
Bonaire,9/7/19,Cliff,6,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,3,7,33
Bonaire,9/7/19,Cliff,6,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,3,7,26
Bonaire,9/7/19,Cliff,6,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,3,7,17
Bonaire,9/7/19,Cliff,7,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,14,7.6,30
Bonaire,9/7/19,Cliff,7,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,14,7.6,39
Bonaire,9/7/19,Cliff,7,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,37
Bonaire,9/7/19,Cliff,7,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,34
Bonaire,9/7/19,Cliff,7,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,14,7.6,32
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,14,7.6,36
Bonaire,9/7/19,Cliff,7,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,14,7.6,16
Bonaire,9/7/19,Cliff,8,Scarus iseri,IP,3,1,2019-09-07T14:32:00Z,9,7,22
Bonaire,9/7/19,Cliff,8,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,9,7,25
Bonaire,9/7/19,Cliff,8,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,9,7,33
Bonaire,9/7/19,Cliff,8,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,9,7,27
Bonaire,9/7/19,Cliff,8,Scarus iseri,IP,3,1,2019-09-07T14:32:00Z,9,7,18
Bonaire,9/7/19,Cliff,8,Scarus iseri,IP,3,1,2019-09-07T14:32:00Z,9,7,18
Bonaire,9/7/19,Cliff,8,Sparisoma chrysopterum,TP,3,1,2019-09-07T14:32:00Z,9,7,26
Bonaire,9/7/19,Cliff,8,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,9,7,24
Bonaire,9/7/19,Cliff,8,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,9,7,28
Bonaire,9/7/19,Cliff,8,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,9,7,24
Bonaire,9/7/19,Cliff,8,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,9,7,25
Bonaire,9/7/19,Cliff,9,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,10,7,26
Bonaire,9/7/19,Cliff,9,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,10,7,23
Bonaire,9/7/19,Cliff,9,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,10,7,24
Bonaire,9/7/19,Cliff,9,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,10,7,32
Bonaire,9/7/19,Cliff,9,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,10,7,31
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,7,15
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,7,17
Bonaire,9/7/19,Cliff,9,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,10,7,23
Bonaire,9/7/19,Cliff,9,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,10,7,20
Bonaire,9/7/19,Cliff,9,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,10,7,24
Bonaire,9/7/19,Cliff,10,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,25
Bonaire,9/7/19,Cliff,10,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,26
Bonaire,9/7/19,Cliff,10,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,14,7.6,33
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,14,7.6,16
Bonaire,9/7/19,Cliff,10,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,18
Bonaire,9/7/19,Cliff,10,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,14,7.6,23
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,14,7.6,25
Bonaire,9/7/19,Cliff,10,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,14,7.6,27
Bonaire,9/7/19,Cliff,10,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,14,7.6,15
Bonaire,9/7/19,Cliff,11,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,13,5.8,26
Bonaire,9/7/19,Cliff,11,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,13,5.8,15
Bonaire,9/7/19,Cliff,11,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,13,5.8,24
Bonaire,9/7/19,Cliff,11,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,13,5.8,30
Bonaire,9/7/19,Cliff,12,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,11,5.5,17
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,28
Bonaire,9/7/19,Cliff,12,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,11,5.5,25
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,23
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,20
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,17
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,25
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,24
Bonaire,9/7/19,Cliff,12,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,11,5.5,26
Bonaire,9/7/19,Cliff,13,Scarus taeniopterus,TP,3,1,2019-09-07T14:32:00Z,13,5.5,27
Bonaire,9/7/19,Cliff,13,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,13,5.5,17
Bonaire,9/7/19,Cliff,13,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,13,5.5,21
Bonaire,9/7/19,Cliff,13,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,13,5.5,25
Bonaire,9/7/19,Cliff,13,Sparisoma aurofrenatum,IP,3,1,2019-09-07T14:32:00Z,13,5.5,15
Bonaire,9/7/19,Cliff,13,Scarus vetula,TP,3,1,2019-09-07T14:32:00Z,13,5.5,32
Bonaire,9/7/19,Cliff,13,Sparisoma aurofrenatum,TP,3,1,2019-09-07T14:32:00Z,13,5.5,21
Bonaire,9/7/19,Cliff,13,Scarus iseri,TP,3,1,2019-09-07T14:32:00Z,13,5.5,27
Bonaire,9/7/19,Cliff,13,Scarus vetula,IP,3,1,2019-09-07T14:32:00Z,13,5.5,28
Bonaire,9/7/19,Cliff,13,Sparisoma viride,IP,3,1,2019-09-07T14:32:00Z,13,5.5,28
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,17
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,15
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,15
Bonaire,9/7/19,Cliff,14,Scarus taeniopterus,IP,3,1,2019-09-07T14:32:00Z,10,5.5,18
Bonaire,9/7/19,Cliff,14,Sparisoma viride,TP,3,1,2019-09-07T14:32:00Z,10,5.5,32
