Entry,Date,Location,Observer,Time start,Species,Phase,Fork length,Group size,DepthMin,DepthMax,Minute,Substrate,Food_specific,Bites,Notes
6088,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,pavement,tas,1,
6089,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,pavement,tas,1,
6090,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,6,pavement,tas,1,
6091,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,7,pavement,tas,1,
6092,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,7,pavement,tas,1,
6093,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,8,pavement,tas,1,
6094,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,8,pavement,tas,1,
6095,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,8,pavement,tas,1,
6096,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,8,pavement,tas,1,
6097,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6098,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6099,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6100,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6101,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6102,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6103,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6104,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6105,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6106,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6107,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6108,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6109,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6110,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,9,pavement,tas,1,
6111,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,10,pavement,tas,1,
6112,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,10,pavement,tas,1,
6113,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,10,pavement,tas,1,
6114,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,11,pavement,tas,1,
6115,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,11,pavement,tas,1,
6116,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,11,pavement,tas,1,
6117,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,12,pavement,tas,1,
6118,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,13,pavement,tas,1,
6119,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,13,pavement,tas,1,
6120,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,14,dead coral,turf,1,
6121,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,14,dead coral,turf,1,
6122,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,14,pavement,tas,1,
6123,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,14,pavement,tas,1,
6124,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,14,pavement,tas,1,
6125,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,15,pavement,tas,1,
6126,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,15,pavement,tas,1,
6127,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,15,pavement,tas,1,
6128,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6129,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6130,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6131,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6132,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6133,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,pavement,tas,1,
6134,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,boulder,tas,1,
6135,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,16,boulder,tas,1,
6136,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,17,pavement,turf,3,
6137,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,17,pavement,turf,2,
6138,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,17,pavement,tas,1,
6139,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,18,pavement,tas,3,
6140,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,18,pavement,tas,4,
6141,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,19,pavement,tas,1,
6142,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,pavement,tas,1,
6143,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,pavement,tas,1,
6144,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,pavement,tas,1,
6145,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,pavement,tas,1,
6146,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,pavement,tas,1,
6147,7/19/15,cane bay,MR,13:01:00,sparisoma chrysopterum,IP,22,3,14,18,20,boulder,tas,1,
6148,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,2,ledge,peyssonnelia,2,
6149,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,3,ledge,lobophora,2,
6150,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,4,dead coral,dictyota,1,
6151,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,5,out of sight,out of sight,,
6152,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,6,dead coral,dictyota,1,
6153,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,7,dead coral,dictyota,1,
6154,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,8,dead coral,dictyota,1,
6155,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,8,dead coral,dictyota,1,
6156,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,8,dead coral,dictyota,1,
6157,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,9,no bites,no bites,0,
6158,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,10,ledge,lobophora,1,
6159,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,10,ledge,dictyota,1,
6160,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,10,ledge,lobophora,1,
6161,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,11,dead coral,dictyota,1,
6162,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,11,ledge,dictyota,1,
6163,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,11,ledge,dictyota,1,
6164,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,12,dead coral,dictyota,1,
6165,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,13,dead coral,dictyota,1,
6166,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,13,dead coral,dictyota,1,
6167,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,13,dead coral,dictyota,1,
6168,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,13,dead coral,dictyota,1,
6169,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,14,boulder,turf,1,
6170,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,14,dead coral,dictyota,1,
6171,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,14,dead coral,dictyota,1,
6172,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,15,dead coral,dictyota,1,
6173,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,16,dead coral,dictyota,1,
6174,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,16,dead coral,dictyota,1,
6175,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,16,dead coral,dictyota,1,
6176,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,17,dead coral,dictyota,1,
6177,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,17,dead coral,dictyota,1,
6178,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,17,dead coral,dictyota,1,
6179,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,17,dead coral,dictyota,1,
6180,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,18,boulder,dictyota,1,
6181,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,18,boulder,dictyota,1,
6182,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,19,dead coral,dictyota,1,
6183,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,19,dead coral,dictyota,1,
6184,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,20,dead coral,dictyota,1,
6185,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,20,dead coral,dictyota,1,
6186,7/19/15,cane bay,MR,14:24:00,sparisoma rubripinne,IP,29,1,25,34,20,dead coral,dictyota,1,
6187,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,1,dead coral,turf,1,
6188,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,2,dead coral,turf,1,
6189,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,2,dead coral,turf,1,
6190,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,2,dead coral,turf,4,
6191,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,2,dead coral,turf,1,
6192,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,1,
6193,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,1,
6194,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,1,
6195,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,1,
6196,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,1,
6197,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,3,dead coral,turf,2,
6198,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,4,dead coral,turf,2,
6199,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,lobophora,1,
6200,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,lobophora,1,
6201,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,turf,4,
6202,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,dictyota,1,
6203,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,cca,1,
6204,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,5,dead coral,turf,1,
6205,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,6,dead coral,turf,1,
6206,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,6,dead coral,lobophora,1,
6207,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,6,dead coral,lobophora,1,
6208,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,7,dead coral,turf,1,
6209,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,7,dead coral,turf,1,
6210,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,7,dead coral,lobophora,1,
6211,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,7,dead coral,lobophora,1,
6212,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,turf,4,
6213,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,cca,3,
6214,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,turf,1,
6215,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,dictyota,1,
6216,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,lobophora,1,
6217,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,8,dead coral,lobophora,1,
6218,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,9,dead coral,turf,3,
6219,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,9,dead coral,lobophora,1,
6220,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,9,dead coral,turf,1,
6221,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,10,dead coral,turf,1,
6222,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,10,dead coral,turf,1,
6223,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,11,dead coral,turf,1,
6224,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,11,dead coral,turf,1,
6225,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,11,dead coral,turf,1,
6226,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,11,dead coral,turf,2,
6227,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,12,dead coral,red macro,1,
6228,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,12,dead coral,cca,1,
6229,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,12,dead coral,cca,1,
6230,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,12,dead coral,cca,1,
6231,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,peyssonnelia,1,
6232,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,peyssonnelia,1,
6233,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,turf,1,
6234,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,turf,1,
6235,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,peyssonnelia,1,
6236,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,peyssonnelia,1,
6237,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,13,dead coral,lobophora,1,
6238,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,14,dead coral,lobophora,1,
6239,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,14,dead coral,lobophora,1,
6240,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,14,dead coral,lobophora,1,
6241,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,14,dead coral,lobophora,1,
6242,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,14,dead coral,cca,1,
6243,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,15,dead coral,lobophora,1,
6244,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,15,dead coral,cca,1,
6245,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,15,dead coral,cca,1,
6246,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,15,dead coral,unknown,1,
6247,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,15,dead coral,cca,1,
6248,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,16,dead coral,dictyota,1,
6249,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,16,dead coral,dictyota,1,
6250,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,16,dead coral,dictyota,1,
6251,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,16,dead coral,cca,1,
6252,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,16,dead coral,lobophora,1,
6253,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,lobophora,1,
6254,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,lobophora,1,
6255,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,lobophora,1,
6256,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,lobophora,1,
6257,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,peyssonnelia,1,
6258,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,lobophora,1,
6259,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,17,dead coral,peyssonnelia,1,
6260,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,dictyota,1,
6261,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,peyssonnelia,1,
6262,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,peyssonnelia,1,
6263,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,peyssonnelia,1,
6264,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,lobophora,1,
6265,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,lobophora,1,
6266,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,dictyota,1,
6267,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,dictyota,1,
6268,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,dictyota,1,
6269,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,turf,1,
6270,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,18,dead coral,dictyota,1,
6271,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,dictyota,1,
6272,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,turf,1,
6273,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,dictyota,1,
6274,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,cca,1,
6275,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6276,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6277,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6278,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6279,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6280,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,lobophora,1,
6281,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,peyssonnelia,1,
6282,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,19,dead coral,peyssonnelia,1,
6283,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,20,dead coral,halimeda,2,
6284,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,20,dead coral,turf,1,
6285,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,20,dead coral,lobophora,2,
6286,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,20,dead coral,cca,2,
6287,7/19/15,cane bay,MR,14:54:00,sparisoma viride,TP,35,1,35,50,20,dead coral,lobophora,2,
6288,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,1,apalm dead,turf,2,
6289,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,1,apalm dead,turf,1,
6290,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,1,apalm dead,turf,25,
6291,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,2,apalm dead,turf,12,
6292,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,2,apalm dead,turf,5,
6293,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,2,apalm dead,turf,3,
6294,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,2,apalm dead,turf,3,
6295,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,2,
6296,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,2,
6297,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,3,
6298,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,cca,4,
6299,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,2,
6300,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,2,
6301,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,4,
6302,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,3,apalm dead,turf,19,
6303,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,1,
6304,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,2,
6305,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,3,
6306,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,2,
6307,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,2,
6308,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,5,
6309,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,turf,6,
6310,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,4,apalm dead,halimeda,1,
6311,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,5,apalm dead,turf,12,
6312,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,5,apalm dead,turf,14,
6313,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,5,apalm dead,turf,3,
6314,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,5,apalm dead,turf,6,
6315,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,5,apalm dead,tas,6,
6316,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,1,
6317,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,8,
6318,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,3,
6319,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,6,
6320,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,1,
6321,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,1,
6322,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,5,
6323,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,1,
6324,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,1,
6325,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,6,apalm dead,turf,3,
6326,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,7,apalm dead,turf,1,
6327,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,7,apalm dead,turf,2,
6328,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,7,apalm dead,turf,2,
6329,7/9/15,buck south forereef,BR,14:35:00,scarus vetula,IP,21,1,5,25,7,apalm dead,turf,7,
